nohup: ignoring input
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:05<00:05,  5.20s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.22s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.52s/it]
Found cached dataset csv (/data/jc/hf/mrm8488___csv/mrm8488--fake-news-d4fd5c02f3284619/0.0.0/6954658bab30a358235fa864b05cf819af0e179325c740e4bc853bcc7ec513e1)
/home/jkl6486/miniconda3/envs/sbit/lib/python3.11/site-packages/transformers/optimization.py:457: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  2%|▏         | 243/11225 [10:54<8:36:17,  2.82s/it]  2%|▏         | 244/11225 [10:57<8:27:53,  2.78s/it]  2%|▏         | 245/11225 [10:59<8:34:31,  2.81s/it]  2%|▏         | 246/11225 [11:02<8:34:14,  2.81s/it]  2%|▏         | 247/11225 [11:05<8:27:45,  2.78s/it]  2%|▏         | 248/11225 [11:07<8:07:33,  2.66s/it]  2%|▏         | 249/11225 [11:10<8:01:51,  2.63s/it]  2%|▏         | 250/11225 [11:12<7:56:40,  2.61s/it]  2%|▏         | 251/11225 [11:15<7:52:46,  2.58s/it]  2%|▏         | 252/11225 [11:18<7:51:27,  2.58s/it]  2%|▏         | 253/11225 [11:20<7:50:19,  2.57s/it]  2%|▏         | 254/11225 [11:23<7:49:35,  2.57s/it]  2%|▏         | 255/11225 [11:25<7:48:52,  2.56s/it]  2%|▏         | 256/11225 [11:28<7:48:48,  2.56s/it]  2%|▏         | 257/11225 [11:30<7:48:46,  2.56s/it]  2%|▏         | 258/11225 [11:33<7:48:41,  2.56s/it]  2%|▏         | 259/11225 [11:36<7:53:41,  2.59s/it]  2%|▏         | 260/11225 [11:38<8:08:07,  2.67s/it]  2%|▏         | 261/11225 [11:41<8:17:35,  2.72s/it]  2%|▏         | 262/11225 [11:44<8:20:13,  2.74s/it]  2%|▏         | 263/11225 [11:47<8:20:59,  2.74s/it]  2%|▏         | 264/11225 [11:50<8:24:53,  2.76s/it]  2%|▏         | 265/11225 [11:52<8:28:56,  2.79s/it]  2%|▏         | 266/11225 [11:55<8:30:28,  2.79s/it]  2%|▏         | 267/11225 [11:58<8:28:34,  2.78s/it]  2%|▏         | 268/11225 [12:01<8:28:17,  2.78s/it]  2%|▏         | 269/11225 [12:04<8:31:32,  2.80s/it]  2%|▏         | 270/11225 [12:07<8:35:46,  2.82s/it]  2%|▏         | 271/11225 [12:09<8:36:10,  2.83s/it]  2%|▏         | 272/11225 [12:12<8:19:29,  2.74s/it]  2%|▏         | 273/11225 [12:14<8:05:33,  2.66s/it]  2%|▏         | 274/11225 [12:17<7:58:34,  2.62s/it]  2%|▏         | 275/11225 [12:19<7:53:16,  2.59s/it]  2%|▏         | 276/11225 [12:22<7:49:51,  2.57s/it]  2%|▏         | 277/11225 [12:24<7:48:17,  2.57s/it]  2%|▏         | 278/11225 [12:27<7:47:41,  2.56s/it]  2%|▏         | 279/11225 [12:30<7:47:18,  2.56s/it]  2%|▏         | 280/11225 [12:32<7:46:48,  2.56s/it]  3%|▎         | 281/11225 [12:35<7:46:26,  2.56s/it]  3%|▎         | 282/11225 [12:37<7:46:22,  2.56s/it]  3%|▎         | 283/11225 [12:40<7:46:51,  2.56s/it]  3%|▎         | 284/11225 [12:43<8:01:51,  2.64s/it]  3%|▎         | 285/11225 [12:45<8:05:57,  2.67s/it]  3%|▎         | 286/11225 [12:48<8:15:03,  2.72s/it]  3%|▎         | 287/11225 [12:51<8:20:50,  2.75s/it]  3%|▎         | 288/11225 [12:54<8:23:12,  2.76s/it]  3%|▎         | 289/11225 [12:57<8:23:19,  2.76s/it]  3%|▎         | 290/11225 [12:59<8:23:35,  2.76s/it]  3%|▎         | 291/11225 [13:02<8:25:54,  2.78s/it]  3%|▎         | 292/11225 [13:05<8:28:41,  2.79s/it]  3%|▎         | 293/11225 [13:08<8:26:30,  2.78s/it]  3%|▎         | 294/11225 [13:11<8:29:49,  2.80s/it]  3%|▎         | 295/11225 [13:13<8:27:24,  2.79s/it]  3%|▎         | 296/11225 [13:16<8:29:13,  2.80s/it]  3%|▎         | 297/11225 [13:19<8:08:10,  2.68s/it]  3%|▎         | 298/11225 [13:21<7:57:26,  2.62s/it]  3%|▎         | 299/11225 [13:24<7:52:22,  2.59s/it]  3%|▎         | 300/11225 [13:26<7:49:15,  2.58s/it]  3%|▎         | 301/11225 [13:29<7:47:09,  2.57s/it]  3%|▎         | 302/11225 [13:31<7:46:47,  2.56s/it]  3%|▎         | 303/11225 [13:34<7:46:20,  2.56s/it]  3%|▎         | 304/11225 [13:36<7:46:05,  2.56s/it]  3%|▎         | 305/11225 [13:39<7:45:51,  2.56s/it]  3%|▎         | 306/11225 [13:41<7:45:33,  2.56s/it]  3%|▎         | 307/11225 [13:44<7:45:46,  2.56s/it]  3%|▎         | 308/11225 [13:47<7:55:19,  2.61s/it]  3%|▎         | 309/11225 [13:50<8:04:54,  2.67s/it]  3%|▎         | 310/11225 [13:52<8:19:42,  2.75s/it]  3%|▎         | 311/11225 [13:55<8:31:11,  2.81s/it]  3%|▎         | 312/11225 [13:58<8:39:03,  2.85s/it]  3%|▎         | 313/11225 [14:01<8:44:14,  2.88s/it]  3%|▎         | 314/11225 [14:04<8:30:16,  2.81s/it]  3%|▎         | 315/11225 [14:07<8:23:33,  2.77s/it]  3%|▎         | 316/11225 [14:09<8:23:51,  2.77s/it]  3%|▎         | 317/11225 [14:12<8:26:49,  2.79s/it]  3%|▎         | 318/11225 [14:15<8:26:51,  2.79s/it]  3%|▎         | 319/11225 [14:18<8:29:33,  2.80s/it]  3%|▎         | 320/11225 [14:21<8:27:38,  2.79s/it]  3%|▎         | 321/11225 [14:23<8:25:42,  2.78s/it]  3%|▎         | 322/11225 [14:26<8:28:02,  2.80s/it]  3%|▎         | 323/11225 [14:29<8:32:30,  2.82s/it]  3%|▎         | 324/11225 [14:32<8:32:48,  2.82s/it]  3%|▎         | 325/11225 [14:35<8:35:03,  2.84s/it]  3%|▎         | 326/11225 [14:38<8:33:52,  2.83s/it]  3%|▎         | 327/11225 [14:40<8:19:43,  2.75s/it]  3%|▎         | 328/11225 [14:43<8:06:40,  2.68s/it]  3%|▎         | 329/11225 [14:45<7:58:38,  2.64s/it]  3%|▎         | 330/11225 [14:48<7:53:18,  2.61s/it]  3%|▎         | 331/11225 [14:50<7:49:27,  2.59s/it]  3%|▎         | 332/11225 [14:53<7:47:35,  2.58s/it]  3%|▎         | 333/11225 [14:55<7:46:42,  2.57s/it]  3%|▎         | 334/11225 [14:58<7:45:44,  2.57s/it]  3%|▎         | 335/11225 [15:01<7:45:15,  2.56s/it]  3%|▎         | 336/11225 [15:03<7:45:06,  2.56s/it]  3%|▎         | 337/11225 [15:06<7:44:35,  2.56s/it]  3%|▎         | 338/11225 [15:08<7:44:24,  2.56s/it]  3%|▎         | 339/11225 [15:11<7:57:59,  2.63s/it]  3%|▎         | 340/11225 [15:14<8:07:26,  2.69s/it]  3%|▎         | 341/11225 [15:17<8:12:12,  2.71s/it]  3%|▎         | 342/11225 [15:19<8:16:35,  2.74s/it]  3%|▎         | 343/11225 [15:22<8:21:12,  2.76s/it]  3%|▎         | 344/11225 [15:25<8:23:26,  2.78s/it]  3%|▎         | 345/11225 [15:28<8:22:13,  2.77s/it]  3%|▎         | 346/11225 [15:31<8:27:36,  2.80s/it]  3%|▎         | 347/11225 [15:33<8:27:32,  2.80s/it]  3%|▎         | 348/11225 [15:36<8:28:17,  2.80s/it]  3%|▎         | 349/11225 [15:39<8:29:32,  2.81s/it]  3%|▎         | 350/11225 [15:42<8:30:16,  2.82s/it]  3%|▎         | 351/11225 [15:45<8:29:30,  2.81s/it]  3%|▎         | 352/11225 [15:47<8:13:07,  2.72s/it]  3%|▎         | 353/11225 [15:50<8:02:48,  2.66s/it]  3%|▎         | 354/11225 [15:52<7:56:06,  2.63s/it]  3%|▎         | 355/11225 [15:55<7:51:09,  2.60s/it]  3%|▎         | 356/11225 [15:57<7:48:58,  2.59s/it]  3%|▎         | 357/11225 [16:00<7:47:08,  2.58s/it]  3%|▎         | 358/11225 [16:03<7:45:49,  2.57s/it]  3%|▎         | 359/11225 [16:05<7:45:13,  2.57s/it]  3%|▎         | 360/11225 [16:08<7:44:14,  2.56s/it]  3%|▎         | 361/11225 [16:10<7:44:06,  2.56s/it]  3%|▎         | 362/11225 [16:13<7:43:49,  2.56s/it]  3%|▎         | 363/11225 [16:15<7:52:21,  2.61s/it]  3%|▎         | 364/11225 [16:18<8:01:43,  2.66s/it]  3%|▎         | 365/11225 [16:21<8:09:12,  2.70s/it]  3%|▎         | 366/11225 [16:24<8:14:58,  2.73s/it]  3%|▎         | 367/11225 [16:27<8:21:22,  2.77s/it]  3%|▎         | 368/11225 [16:30<8:26:15,  2.80s/it]  3%|▎         | 369/11225 [16:33<8:34:33,  2.84s/it]  3%|▎         | 370/11225 [16:35<8:39:57,  2.87s/it]  3%|▎         | 371/11225 [16:38<8:41:58,  2.89s/it]  3%|▎         | 372/11225 [16:41<8:46:35,  2.91s/it]  3%|▎         | 373/11225 [16:44<8:31:23,  2.83s/it]  3%|▎         | 374/11225 [16:47<8:18:30,  2.76s/it]  3%|▎         | 375/11225 [16:49<8:19:08,  2.76s/it]  3%|▎         | 376/11225 [16:52<8:21:37,  2.77s/it]  3%|▎         | 377/11225 [16:55<8:23:04,  2.78s/it]  3%|▎         | 378/11225 [16:58<8:22:01,  2.78s/it]  3%|▎         | 379/11225 [17:01<8:25:55,  2.80s/it]  3%|▎         | 380/11225 [17:03<8:25:24,  2.80s/it]  3%|▎         | 381/11225 [17:06<8:18:03,  2.76s/it]  3%|▎         | 382/11225 [17:08<7:58:53,  2.65s/it]  3%|▎         | 383/11225 [17:11<7:54:19,  2.62s/it]  3%|▎         | 384/11225 [17:14<7:49:57,  2.60s/it]  3%|▎         | 385/11225 [17:16<7:46:37,  2.58s/it]  3%|▎         | 386/11225 [17:19<7:45:20,  2.58s/it]  3%|▎         | 387/11225 [17:21<7:44:48,  2.57s/it]  3%|▎         | 388/11225 [17:24<7:44:25,  2.57s/it]  3%|▎         | 389/11225 [17:26<7:43:45,  2.57s/it]  3%|▎         | 390/11225 [17:29<7:43:12,  2.57s/it]  3%|▎         | 391/11225 [17:31<7:42:51,  2.56s/it]  3%|▎         | 392/11225 [17:34<7:42:32,  2.56s/it]  4%|▎         | 393/11225 [17:37<7:56:22,  2.64s/it]  4%|▎         | 394/11225 [17:40<8:05:19,  2.69s/it]  4%|▎         | 395/11225 [17:42<8:12:02,  2.73s/it]  4%|▎         | 396/11225 [17:45<8:16:22,  2.75s/it]  4%|▎         | 397/11225 [17:48<8:20:07,  2.77s/it]  4%|▎         | 398/11225 [17:51<8:23:00,  2.79s/it]  4%|▎         | 399/11225 [17:54<8:23:41,  2.79s/it]  4%|▎         | 400/11225 [17:57<8:25:26,  2.80s/it]  4%|▎         | 401/11225 [17:59<8:24:36,  2.80s/it]  4%|▎         | 402/11225 [18:02<8:23:19,  2.79s/it]  4%|▎         | 403/11225 [18:05<8:26:19,  2.81s/it]  4%|▎         | 404/11225 [18:08<8:25:20,  2.80s/it]  4%|▎         | 405/11225 [18:11<8:25:10,  2.80s/it]  4%|▎         | 406/11225 [18:13<8:11:19,  2.72s/it]  4%|▎         | 407/11225 [18:16<7:58:18,  2.65s/it]  4%|▎         | 408/11225 [18:18<7:52:04,  2.62s/it]  4%|▎         | 409/11225 [18:21<7:47:07,  2.59s/it]  4%|▎         | 410/11225 [18:23<7:44:08,  2.57s/it]  4%|▎         | 411/11225 [18:26<7:42:39,  2.57s/it]  4%|▎         | 412/11225 [18:28<7:42:05,  2.56s/it]  4%|▎         | 413/11225 [18:31<7:42:14,  2.57s/it]  4%|▎         | 414/11225 [18:33<7:41:54,  2.56s/it]  4%|▎         | 415/11225 [18:36<7:41:41,  2.56s/it]  4%|▎         | 416/11225 [18:39<7:41:27,  2.56s/it]  4%|▎         | 417/11225 [18:41<7:49:04,  2.60s/it]  4%|▎         | 418/11225 [18:44<7:59:27,  2.66s/it]  4%|▎         | 419/11225 [18:47<8:06:06,  2.70s/it]  4%|▎         | 420/11225 [18:50<8:13:05,  2.74s/it]  4%|▍         | 421/11225 [18:52<8:17:21,  2.76s/it]  4%|▍         | 422/11225 [18:55<8:18:34,  2.77s/it]  4%|▍         | 423/11225 [18:58<8:18:25,  2.77s/it]  4%|▍         | 424/11225 [19:01<8:18:01,  2.77s/it]  4%|▍         | 425/11225 [19:04<8:19:53,  2.78s/it]  4%|▍         | 426/11225 [19:06<8:20:29,  2.78s/it]  4%|▍         | 427/11225 [19:09<8:26:09,  2.81s/it]  4%|▍         | 428/11225 [19:12<8:32:00,  2.85s/it]  4%|▍         | 429/11225 [19:15<8:38:08,  2.88s/it]  4%|▍         | 430/11225 [19:18<8:40:11,  2.89s/it]  4%|▍         | 431/11225 [19:21<8:44:12,  2.91s/it]  4%|▍         | 432/11225 [19:24<8:28:34,  2.83s/it]  4%|▍         | 433/11225 [19:26<8:23:15,  2.80s/it]  4%|▍         | 434/11225 [19:29<8:23:16,  2.80s/it]  4%|▍         | 435/11225 [19:32<8:24:04,  2.80s/it]  4%|▍         | 436/11225 [19:34<8:08:10,  2.71s/it]  4%|▍         | 437/11225 [19:37<7:55:29,  2.64s/it]  4%|▍         | 438/11225 [19:39<7:49:41,  2.61s/it]  4%|▍         | 439/11225 [19:42<7:45:30,  2.59s/it]  4%|▍         | 440/11225 [19:45<7:42:18,  2.57s/it]  4%|▍         | 441/11225 [19:47<7:41:46,  2.57s/it]  4%|▍         | 442/11225 [19:50<7:41:48,  2.57s/it]  4%|▍         | 443/11225 [19:52<7:40:59,  2.57s/it]  4%|▍         | 444/11225 [19:55<7:40:32,  2.56s/it]  4%|▍         | 445/11225 [19:57<7:39:57,  2.56s/it]  4%|▍         | 446/11225 [20:00<7:39:56,  2.56s/it]  4%|▍         | 447/11225 [20:03<7:48:23,  2.61s/it]  4%|▍         | 448/11225 [20:05<8:00:00,  2.67s/it]  4%|▍         | 449/11225 [20:08<8:11:52,  2.74s/it]  4%|▍         | 450/11225 [20:11<8:18:42,  2.78s/it]  4%|▍         | 451/11225 [20:14<8:19:44,  2.78s/it]  4%|▍         | 452/11225 [20:17<8:22:33,  2.80s/it]  4%|▍         | 453/11225 [20:20<8:21:27,  2.79s/it]  4%|▍         | 454/11225 [20:22<8:23:20,  2.80s/it]  4%|▍         | 455/11225 [20:25<8:25:56,  2.82s/it]  4%|▍         | 456/11225 [20:28<8:22:34,  2.80s/it]  4%|▍         | 457/11225 [20:31<8:23:50,  2.81s/it]  4%|▍         | 458/11225 [20:34<8:25:35,  2.82s/it]  4%|▍         | 459/11225 [20:37<8:29:23,  2.84s/it]  4%|▍         | 460/11225 [20:39<8:26:08,  2.82s/it]  4%|▍         | 461/11225 [20:42<8:03:57,  2.70s/it]  4%|▍         | 462/11225 [20:44<7:52:16,  2.63s/it]  4%|▍         | 463/11225 [20:47<7:46:50,  2.60s/it]  4%|▍         | 464/11225 [20:49<7:43:20,  2.58s/it]  4%|▍         | 465/11225 [20:52<7:41:32,  2.57s/it]  4%|▍         | 466/11225 [20:54<7:41:01,  2.57s/it]  4%|▍         | 467/11225 [20:57<7:40:17,  2.57s/it]  4%|▍         | 468/11225 [21:00<7:39:47,  2.56s/it]  4%|▍         | 469/11225 [21:02<7:39:17,  2.56s/it]  4%|▍         | 470/11225 [21:05<7:39:05,  2.56s/it]  4%|▍         | 471/11225 [21:07<7:38:47,  2.56s/it]  4%|▍         | 472/11225 [21:10<7:47:28,  2.61s/it]  4%|▍         | 473/11225 [21:13<7:57:15,  2.66s/it]  4%|▍         | 474/11225 [21:16<8:05:31,  2.71s/it]  4%|▍         | 475/11225 [21:18<8:08:42,  2.73s/it]  4%|▍         | 476/11225 [21:21<8:14:36,  2.76s/it]  4%|▍         | 477/11225 [21:24<8:14:34,  2.76s/it]  4%|▍         | 478/11225 [21:27<8:18:14,  2.78s/it]  4%|▍         | 479/11225 [21:30<8:19:09,  2.79s/it]  4%|▍         | 480/11225 [21:32<8:18:36,  2.78s/it]  4%|▍         | 481/11225 [21:35<8:20:20,  2.79s/it]  4%|▍         | 482/11225 [21:38<8:21:32,  2.80s/it]  4%|▍         | 483/11225 [21:41<8:22:19,  2.81s/it]  4%|▍         | 484/11225 [21:44<8:24:52,  2.82s/it]  4%|▍         | 485/11225 [21:46<8:11:31,  2.75s/it]Epoch 0, Loss: 1.0144507884979248
Epoch 0, Loss: 1.9632718563079834
Epoch 0, Loss: 1.2798182964324951
Epoch 0, Loss: 2.0220954418182373
Epoch 0, Loss: 1.8273160457611084
Epoch 0, Loss: 1.5543400049209595
Epoch 0, Loss: 1.991532802581787
Epoch 0, Loss: 1.58269464969635
Epoch 0, Loss: 1.5981144905090332
Epoch 0, Loss: 1.8282636404037476
Epoch 0, Loss: 1.2904211282730103
Epoch 0, Loss: 1.3789857625961304
Epoch 0, Loss: 1.4642605781555176
Epoch 0, Loss: 1.7919807434082031
Epoch 0, Loss: 1.3994382619857788
Epoch 0, Loss: 1.4616140127182007
Epoch 0, Loss: 1.984605312347412
Epoch 0, Loss: 1.7389520406723022
Epoch 0, Loss: 2.076035499572754
Epoch 0, Loss: 1.5423905849456787
Epoch 0, Loss: 1.2389707565307617
Epoch 0, Loss: 1.683725357055664
Epoch 0, Loss: 1.4830985069274902
Epoch 0, Loss: 1.387199878692627
Epoch 0, Loss: 1.558283805847168
Epoch 0, Loss: 1.5362104177474976
Epoch 0, Loss: 1.9372551441192627
Epoch 0, Loss: 1.7720187902450562
Epoch 0, Loss: 1.4181996583938599
Epoch 0, Loss: 1.6911736726760864
Epoch 0, Loss: 1.6189494132995605
Epoch 0, Loss: 1.298779010772705
Epoch 0, Loss: 1.0235213041305542
Epoch 0, Loss: 1.3369545936584473
Epoch 0, Loss: 1.9358960390090942
Epoch 0, Loss: 1.6148608922958374
Epoch 0, Loss: 1.8225700855255127
Epoch 0, Loss: 1.7281818389892578
Epoch 0, Loss: 1.3608657121658325
Epoch 0, Loss: 1.8902766704559326
Epoch 0, Loss: 1.9869039058685303
Epoch 0, Loss: 2.1978554725646973
Epoch 0, Loss: 1.7517411708831787
Epoch 0, Loss: 1.8836067914962769
Epoch 0, Loss: 0.9534532427787781
Epoch 0, Loss: 1.6214561462402344
Epoch 0, Loss: 1.3403867483139038
Epoch 0, Loss: 0.8518481850624084
Epoch 0, Loss: 1.7051664590835571
Epoch 0, Loss: 1.5761758089065552
Epoch 0, Loss: 1.2928948402404785
Epoch 0, Loss: 1.818734049797058
Epoch 0, Loss: 1.533921718597412
Epoch 0, Loss: 1.6420491933822632
Epoch 0, Loss: 1.8522405624389648
Epoch 0, Loss: 1.430973768234253
Epoch 0, Loss: 1.3198421001434326
Epoch 0, Loss: 1.8650697469711304
Epoch 0, Loss: 1.724584937095642
Epoch 0, Loss: 1.7969567775726318
Epoch 0, Loss: 1.7822726964950562
Epoch 0, Loss: 1.590384840965271
Epoch 0, Loss: 1.5693745613098145
Epoch 0, Loss: 1.0727578401565552
Epoch 0, Loss: 1.518867015838623
Epoch 0, Loss: 1.3938350677490234
Epoch 0, Loss: 2.1411540508270264
Epoch 0, Loss: 1.6585962772369385
Epoch 0, Loss: 1.8388712406158447
Epoch 0, Loss: 1.671976923942566
Epoch 0, Loss: 1.677147626876831
Epoch 0, Loss: 1.8618571758270264
Epoch 0, Loss: 1.3543413877487183
Epoch 0, Loss: 1.1435281038284302
Epoch 0, Loss: 1.4250096082687378
Epoch 0, Loss: 1.4539926052093506
Epoch 0, Loss: 1.065420150756836
Epoch 0, Loss: 1.4890133142471313
Epoch 0, Loss: 0.9869298338890076
Epoch 0, Loss: 1.8177779912948608
Epoch 0, Loss: 1.8124626874923706
Epoch 0, Loss: 1.2743217945098877
Epoch 0, Loss: 1.461338758468628
Epoch 0, Loss: 2.0769896507263184
Epoch 0, Loss: 1.53646719455719
Epoch 0, Loss: 1.8538509607315063
Epoch 0, Loss: 1.3493101596832275
Epoch 0, Loss: 1.7584885358810425
Epoch 0, Loss: 1.8321013450622559
Epoch 0, Loss: 1.8299334049224854
Epoch 0, Loss: 1.854658603668213
Epoch 0, Loss: 1.1163644790649414
Epoch 0, Loss: 1.689578652381897
Epoch 0, Loss: 2.076197385787964
Epoch 0, Loss: 1.487045168876648
Epoch 0, Loss: 1.7975066900253296
Epoch 0, Loss: 2.1905510425567627
Epoch 0, Loss: 1.78327214717865
Epoch 0, Loss: 1.5929386615753174
Epoch 0, Loss: 1.4096146821975708
Epoch 0, Loss: 1.6325340270996094
Epoch 0, Loss: 1.981537938117981
Epoch 0, Loss: 2.145749568939209
Epoch 0, Loss: 1.494009017944336
Epoch 0, Loss: 1.8015079498291016
Epoch 0, Loss: 1.5468775033950806
Epoch 0, Loss: 0.8898673057556152
Epoch 0, Loss: 1.244889736175537
Epoch 0, Loss: 1.8379141092300415
Epoch 0, Loss: 1.8392112255096436
Epoch 0, Loss: 1.6851279735565186
Epoch 0, Loss: 1.8872780799865723
Epoch 0, Loss: 1.9315658807754517
Epoch 0, Loss: 2.0344510078430176
Epoch 0, Loss: 1.7995848655700684
Epoch 0, Loss: 1.5625038146972656
Epoch 0, Loss: 1.8932931423187256
Epoch 0, Loss: 1.1320480108261108
Epoch 0, Loss: 1.8059910535812378
Epoch 0, Loss: 1.4954124689102173
Epoch 0, Loss: 1.4367101192474365
Epoch 0, Loss: 1.4695597887039185
Epoch 0, Loss: 1.7199773788452148
Epoch 0, Loss: 1.5274813175201416
Epoch 0, Loss: 1.4311821460723877
Epoch 0, Loss: 1.7493306398391724
Epoch 0, Loss: 1.617035984992981
Epoch 0, Loss: 0.8887227773666382
Epoch 0, Loss: 1.154923915863037
Epoch 0, Loss: 1.5900229215621948
Epoch 0, Loss: 1.6584645509719849
Epoch 0, Loss: 1.4891473054885864
Epoch 0, Loss: 1.5193264484405518
Epoch 0, Loss: 1.819324016571045
Epoch 0, Loss: 1.8004734516143799
Epoch 0, Loss: 2.055654525756836
Epoch 0, Loss: 1.923622965812683
Epoch 0, Loss: 1.739540934562683
Epoch 0, Loss: 1.573941707611084
Epoch 0, Loss: 1.755924105644226
Epoch 0, Loss: 1.6073572635650635
Epoch 0, Loss: 1.545690894126892
Epoch 0, Loss: 2.1950149536132812
Epoch 0, Loss: 1.4948976039886475
Epoch 0, Loss: 1.8661543130874634
Epoch 0, Loss: 1.8238276243209839
Epoch 0, Loss: 1.728214979171753
Epoch 0, Loss: 1.7708441019058228
Epoch 0, Loss: 1.7146499156951904
Epoch 0, Loss: 1.9211219549179077
Epoch 0, Loss: 1.8060319423675537
Epoch 0, Loss: 1.3718116283416748
Epoch 0, Loss: 1.6763334274291992
Epoch 0, Loss: 2.1771240234375
Epoch 0, Loss: 1.344561219215393
Epoch 0, Loss: 1.2011661529541016
Epoch 0, Loss: 1.236088514328003
Epoch 0, Loss: 1.562103271484375
Epoch 0, Loss: 1.4568140506744385
Epoch 0, Loss: 1.686294436454773
Epoch 0, Loss: 1.402367353439331
Epoch 0, Loss: 2.1350975036621094
Epoch 0, Loss: 1.2674236297607422
Epoch 0, Loss: 1.7791783809661865
Epoch 0, Loss: 1.8705545663833618
Epoch 0, Loss: 1.522303581237793
Epoch 0, Loss: 1.206160306930542
Epoch 0, Loss: 1.5109955072402954
Epoch 0, Loss: 1.783043384552002
Epoch 0, Loss: 1.6986663341522217
Epoch 0, Loss: 1.5588208436965942
Epoch 0, Loss: 2.0132153034210205
Epoch 0, Loss: 1.7889634370803833
Epoch 0, Loss: 1.7488586902618408
Epoch 0, Loss: 1.6488374471664429
Epoch 0, Loss: 1.7033902406692505
Epoch 0, Loss: 1.7353571653366089
Epoch 0, Loss: 1.490334391593933
Epoch 0, Loss: 1.5080795288085938
Epoch 0, Loss: 1.6501834392547607
Epoch 0, Loss: 1.9057365655899048
Epoch 0, Loss: 1.4705445766448975
Epoch 0, Loss: 1.62423574924469
Epoch 0, Loss: 1.3127202987670898
Epoch 0, Loss: 1.8933384418487549
Epoch 0, Loss: 1.6874538660049438
Epoch 0, Loss: 1.58241868019104
Epoch 0, Loss: 2.0152957439422607
Epoch 0, Loss: 1.5613354444503784
Epoch 0, Loss: 1.363407850265503
Epoch 0, Loss: 1.4641598463058472
Epoch 0, Loss: 1.7020758390426636
Epoch 0, Loss: 1.792176604270935
Epoch 0, Loss: 1.4061459302902222
Epoch 0, Loss: 1.793771743774414
Epoch 0, Loss: 1.7644026279449463
Epoch 0, Loss: 1.7755979299545288
Epoch 0, Loss: 1.7226605415344238
Epoch 0, Loss: 1.532201886177063
Epoch 0, Loss: 1.5426220893859863
Epoch 0, Loss: 1.7441670894622803
Epoch 0, Loss: 1.7896497249603271
Epoch 0, Loss: 1.0147156715393066
Epoch 0, Loss: 1.8658390045166016
Epoch 0, Loss: 1.809402585029602
Epoch 0, Loss: 1.763622760772705
Epoch 0, Loss: 1.5830352306365967
Epoch 0, Loss: 1.8871350288391113
Epoch 0, Loss: 1.3077590465545654
Epoch 0, Loss: 1.9731088876724243
Epoch 0, Loss: 1.4687280654907227
Epoch 0, Loss: 1.8466423749923706
Epoch 0, Loss: 1.6536130905151367
Epoch 0, Loss: 0.7367401719093323
Epoch 0, Loss: 1.6407827138900757
Epoch 0, Loss: 1.77655827999115
Epoch 0, Loss: 1.543578863143921
Epoch 0, Loss: 1.9222427606582642
Epoch 0, Loss: 2.2287092208862305
Epoch 0, Loss: 1.757325530052185
Epoch 0, Loss: 1.656585931777954
Epoch 0, Loss: 2.1383273601531982
Epoch 0, Loss: 2.102994918823242
Epoch 0, Loss: 1.8287557363510132
Epoch 0, Loss: 1.6878167390823364
Epoch 0, Loss: 1.5203295946121216
Epoch 0, Loss: 1.9385499954223633
Epoch 0, Loss: 1.3953757286071777
Epoch 0, Loss: 1.536922812461853
Epoch 0, Loss: 1.5351459980010986
Epoch 0, Loss: 1.2922487258911133
Epoch 0, Loss: 2.1057097911834717
Epoch 0, Loss: 1.3545171022415161
Epoch 0, Loss: 1.5685266256332397
Epoch 0, Loss: 1.965240716934204
Epoch 0, Loss: 1.6248410940170288
Epoch 0, Loss: 1.925209403038025
Epoch 0, Loss: 1.895556926727295
Epoch 0, Loss: 1.8171414136886597
Epoch 0, Loss: 1.46865713596344
Epoch 0, Loss: 1.6916416883468628
Epoch 0, Loss: 1.7563683986663818
Epoch 0, Loss: 1.620766282081604
